task,dataset,objective,noise_std_fraction,seed,step,loss
tsne,mnist,fisher_rao,0.75,303,50,2.0731000900268555
tsne,mnist,fisher_rao,0.75,303,100,1.7509748935699463
tsne,mnist,fisher_rao,0.75,303,150,1.6187187433242798
tsne,mnist,fisher_rao,0.75,303,200,1.5489498376846313
tsne,mnist,fisher_rao,0.75,303,250,1.5053508281707764
tsne,mnist,fisher_rao,0.75,303,299,1.4751224517822266
tsne,mnist,kl,0.75,404,0,1.5797697305679321
tsne,mnist,kl,0.75,404,50,1.0149579048156738
tsne,mnist,kl,0.75,404,100,0.8627424240112305
tsne,mnist,kl,0.75,404,150,0.8079943656921387
tsne,mnist,kl,0.75,404,200,0.778831958770752
tsne,mnist,kl,0.75,404,250,0.761803388595581
tsne,mnist,kl,0.75,404,299,0.7494325637817383
tsne,mnist,fisher_rao,0.75,404,0,2.9024112224578857
tsne,mnist,fisher_rao,0.75,404,50,2.0542666912078857
tsne,mnist,fisher_rao,0.75,404,100,1.729905605316162
tsne,mnist,fisher_rao,0.75,404,150,1.5963677167892456
tsne,mnist,fisher_rao,0.75,404,200,1.5260225534439087
tsne,mnist,fisher_rao,0.75,404,250,1.480577826499939
tsne,mnist,fisher_rao,0.75,404,299,1.4492520093917847
tsne,mnist,kl,0.75,505,0,1.5773571729660034
tsne,mnist,kl,0.75,505,50,0.9778408408164978
tsne,mnist,kl,0.75,505,100,0.8264612555503845
tsne,mnist,kl,0.75,505,150,0.7706924676895142
tsne,mnist,kl,0.75,505,200,0.7394388318061829
tsne,mnist,kl,0.75,505,250,0.7181507349014282
tsne,mnist,kl,0.75,505,299,0.7041804790496826
tsne,mnist,fisher_rao,0.75,505,0,2.894109010696411
tsne,mnist,fisher_rao,0.75,505,50,2.0394446849823
tsne,mnist,fisher_rao,0.75,505,100,1.7213340997695923
tsne,mnist,fisher_rao,0.75,505,150,1.601256251335144
tsne,mnist,fisher_rao,0.75,505,200,1.5367664098739624
tsne,mnist,fisher_rao,0.75,505,250,1.4932910203933716
tsne,mnist,fisher_rao,0.75,505,299,1.4649732112884521
tsne,mnist,kl,1.0,101,0,1.557730793952942
tsne,mnist,kl,1.0,101,50,1.0693416595458984
tsne,mnist,kl,1.0,101,100,0.9281437397003174
tsne,mnist,kl,1.0,101,150,0.8790166974067688
tsne,mnist,kl,1.0,101,200,0.8523080348968506
tsne,mnist,kl,1.0,101,250,0.836064338684082
tsne,mnist,kl,1.0,101,299,0.8256199359893799
tsne,mnist,fisher_rao,1.0,101,0,2.9002456665039062
tsne,mnist,fisher_rao,1.0,101,50,2.1390600204467773
tsne,mnist,fisher_rao,1.0,101,100,1.866232991218567
tsne,mnist,fisher_rao,1.0,101,150,1.7477656602859497
tsne,mnist,fisher_rao,1.0,101,200,1.6841262578964233
tsne,mnist,fisher_rao,1.0,101,250,1.643735408782959
tsne,mnist,fisher_rao,1.0,101,299,1.6144297122955322
tsne,mnist,kl,1.0,202,0,1.5443329811096191
tsne,mnist,kl,1.0,202,50,1.0461845397949219
tsne,mnist,kl,1.0,202,100,0.9091131687164307
tsne,mnist,kl,1.0,202,150,0.8622626066207886
tsne,mnist,kl,1.0,202,200,0.8395922780036926
tsne,mnist,kl,1.0,202,250,0.8251339197158813
tsne,mnist,kl,1.0,202,299,0.8111097812652588
tsne,mnist,fisher_rao,1.0,202,0,2.907688617706299
tsne,mnist,fisher_rao,1.0,202,50,2.138697624206543
tsne,mnist,fisher_rao,1.0,202,100,1.89432692527771
tsne,mnist,fisher_rao,1.0,202,150,1.7916828393936157
tsne,mnist,fisher_rao,1.0,202,200,1.7291433811187744
tsne,mnist,fisher_rao,1.0,202,250,1.6848082542419434
tsne,mnist,fisher_rao,1.0,202,299,1.65762197971344
tsne,mnist,kl,1.0,303,0,1.548741102218628
tsne,mnist,kl,1.0,303,50,1.0218069553375244
tsne,mnist,kl,1.0,303,100,0.8987433910369873
tsne,mnist,kl,1.0,303,150,0.8587270975112915
tsne,mnist,kl,1.0,303,200,0.8370357751846313
tsne,mnist,kl,1.0,303,250,0.8220221996307373
tsne,mnist,kl,1.0,303,299,0.8117063045501709
tsne,mnist,fisher_rao,1.0,303,0,2.8977744579315186
tsne,mnist,fisher_rao,1.0,303,50,2.1625614166259766
tsne,mnist,fisher_rao,1.0,303,100,1.8948503732681274
tsne,mnist,fisher_rao,1.0,303,150,1.774611234664917
tsne,mnist,fisher_rao,1.0,303,200,1.7086031436920166
tsne,mnist,fisher_rao,1.0,303,250,1.6681910753250122
tsne,mnist,fisher_rao,1.0,303,299,1.6402162313461304
tsne,mnist,kl,1.0,404,0,1.5756525993347168
tsne,mnist,kl,1.0,404,50,1.0554914474487305
tsne,mnist,kl,1.0,404,100,0.9105361104011536
tsne,mnist,kl,1.0,404,150,0.8557897806167603
tsne,mnist,kl,1.0,404,200,0.815231442451477
tsne,mnist,kl,1.0,404,250,0.7902035713195801
tsne,mnist,kl,1.0,404,299,0.7736371755599976
tsne,mnist,fisher_rao,1.0,404,0,2.884998321533203
tsne,mnist,fisher_rao,1.0,404,50,2.1280956268310547
tsne,mnist,fisher_rao,1.0,404,100,1.8662965297698975
tsne,mnist,fisher_rao,1.0,404,150,1.7422553300857544
tsne,mnist,fisher_rao,1.0,404,200,1.6695259809494019
tsne,mnist,fisher_rao,1.0,404,250,1.6199727058410645
tsne,mnist,fisher_rao,1.0,404,299,1.5877660512924194
tsne,mnist,kl,1.0,505,0,1.5612362623214722
tsne,mnist,kl,1.0,505,50,1.0345032215118408
tsne,mnist,kl,1.0,505,100,0.9017585515975952
tsne,mnist,kl,1.0,505,150,0.8565806150436401
tsne,mnist,kl,1.0,505,200,0.8328676223754883
tsne,mnist,kl,1.0,505,250,0.8166433572769165
tsne,mnist,kl,1.0,505,299,0.8060472011566162
tsne,mnist,fisher_rao,1.0,505,0,2.9150309562683105
tsne,mnist,fisher_rao,1.0,505,50,2.1901261806488037
tsne,mnist,fisher_rao,1.0,505,100,1.9074137210845947
tsne,mnist,fisher_rao,1.0,505,150,1.800698161125183
tsne,mnist,fisher_rao,1.0,505,200,1.7385998964309692
tsne,mnist,fisher_rao,1.0,505,250,1.6953186988830566
tsne,mnist,fisher_rao,1.0,505,299,1.6643391847610474
